-2.599993674102823960e+01,-3.940109236413811544e+01,-1.305305115329448462e+01,2.787575687570663518e+01,-2.808857263556267014e+01,-2.543134390407655943e+01,9.409884286153061339e+01,1.613414005338685087e+01,7.711881232583405676e+01,6.692255871011897561e+00
-2.599993674102823960e+01,-3.940109236413811544e+01,6.017251189543920020e+01,2.787575687570663518e+01,-2.808857263556267014e+01,-2.543134390407655943e+01,9.409884286153061339e+01,1.613414005338685087e+01,7.711881232583405676e+01,6.692255871011897561e+00
-2.599993674102823960e+01,5.496987764866312887e+01,6.017251189543920020e+01,2.787575687570663518e+01,-2.808857263556267014e+01,-2.543134390407655943e+01,9.409884286153061339e+01,1.613414005338685087e+01,7.711881232583405676e+01,6.692255871011897561e+00
-2.599993674102823960e+01,5.496987764866312887e+01,6.017251189543920020e+01,2.787575687570663518e+01,-2.808857263556267014e+01,-2.543134390407655943e+01,9.409884286153061339e+01,1.613414005338685087e+01,7.711881232583405676e+01,6.692255871011897561e+00
-2.599993674102823960e+01,5.496987764866312887e+01,6.017251189543920020e+01,2.787575687570663518e+01,-2.808857263556267014e+01,-2.543134390407655943e+01,9.409884286153061339e+01,1.613414005338685087e+01,7.711881232583405676e+01,6.353391146276407220e+00
-2.599993674102823960e+01,5.370894517035824123e+01,6.017251189543920020e+01,2.787575687570663518e+01,-2.808857263556267014e+01,-2.543134390407655943e+01,9.409884286153061339e+01,1.613414005338685087e+01,7.711881232583405676e+01,6.353391146276407220e+00
-2.599993674102823960e+01,5.110728535090827762e+01,6.017251189543920020e+01,2.787575687570663518e+01,-2.808857263556267014e+01,-2.543134390407655943e+01,9.409884286153061339e+01,1.613414005338685087e+01,7.711881232583405676e+01,6.353391146276407220e+00
-2.599993674102823960e+01,5.110728535090827762e+01,6.017251189543920020e+01,2.787575687570663518e+01,-2.808857263556267014e+01,-2.543134390407655943e+01,9.409884286153061339e+01,7.371070495380894272e+01,7.711881232583405676e+01,6.353391146276407220e+00
-2.599993674102823960e+01,5.110728535090827762e+01,6.017251189543920020e+01,2.787575687570663518e+01,-2.808857263556267014e+01,6.081862685828266990e+01,9.409884286153061339e+01,7.371070495380894272e+01,7.711881232583405676e+01,6.353391146276407220e+00
6.132020525717416604e+01,5.110728535090827762e+01,6.017251189543920020e+01,2.787575687570663518e+01,-2.808857263556267014e+01,6.081862685828266990e+01,9.409884286153061339e+01,7.371070495380894272e+01,7.711881232583405676e+01,6.353391146276407220e+00
6.132020525717416604e+01,5.110728535090827762e+01,6.017251189543920020e+01,2.787575687570663518e+01,-2.808857263556267014e+01,6.081862685828266990e+01,9.409884286153061339e+01,7.371070495380894272e+01,7.711881232583405676e+01,6.353391146276407220e+00
6.132020525717416604e+01,5.110728535090827762e+01,6.017251189543920020e+01,2.787575687570663518e+01,-2.808857263556267014e+01,6.081862685828266990e+01,9.409884286153061339e+01,7.371070495380894272e+01,7.711881232583405676e+01,6.353391146276407220e+00
6.132020525717416604e+01,5.110728535090827762e+01,6.655148462722750935e+01,2.787575687570663518e+01,-2.808857263556267014e+01,6.081862685828266990e+01,9.409884286153061339e+01,7.371070495380894272e+01,7.711881232583405676e+01,6.353391146276407220e+00
6.132020525717416604e+01,5.110728535090827762e+01,6.655148462722750935e+01,2.787575687570663518e+01,-2.808857263556267014e+01,6.081862685828266990e+01,9.409884286153061339e+01,7.371070495380894272e+01,-6.408211878120626537e-01,6.353391146276407220e+00
6.132020525717416604e+01,5.110728535090827762e+01,6.655148462722750935e+01,2.787575687570663518e+01,-2.808857263556267014e+01,6.081862685828266990e+01,2.743704240657236948e+00,7.371070495380894272e+01,-6.408211878120626537e-01,6.353391146276407220e+00
6.132020525717416604e+01,-2.260478089779107247e+00,6.655148462722750935e+01,2.787575687570663518e+01,-2.808857263556267014e+01,6.081862685828266990e+01,2.743704240657236948e+00,7.371070495380894272e+01,-6.408211878120626537e-01,6.353391146276407220e+00
6.132020525717416604e+01,-2.260478089779107247e+00,6.655148462722750935e+01,2.787575687570663518e+01,-2.808857263556267014e+01,6.081862685828266990e+01,2.743704240657236948e+00,7.371070495380894272e+01,-6.408211878120626537e-01,6.353391146276407220e+00
2.992215451585004793e+00,-2.260478089779107247e+00,6.655148462722750935e+01,2.787575687570663518e+01,-2.808857263556267014e+01,6.081862685828266990e+01,2.743704240657236948e+00,7.371070495380894272e+01,-6.408211878120626537e-01,6.353391146276407220e+00
2.992215451585004793e+00,-2.260478089779107247e+00,6.655148462722750935e+01,2.787575687570663518e+01,-2.808857263556267014e+01,6.081862685828266990e+01,2.743704240657236948e+00,7.371070495380894272e+01,-6.408211878120626537e-01,9.552976217420123817e+00
2.992215451585004793e+00,-2.260478089779107247e+00,6.655148462722750935e+01,2.787575687570663518e+01,-2.808857263556267014e+01,6.081862685828266990e+01,2.743704240657236948e+00,7.371070495380894272e+01,-6.408211878120626537e-01,7.788390158326393475e+00
